category,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Body,Body,Heart,Heart,Heart,Heart,Heart + Lungs,Heart + Lungs,Metabolism,Metabolism,Metabolism,Recovery,Sleep Length,Sleep Length,Sleep Length,Sleep Length,Sleep Length,Sleep Length,Sleep Length,Sleep Length,Sleep Length,Sleep Length,Sleep Length,Sleep Quality,Sleep Vitals,Sleep Vitals
name,Active Time,Activity Distance,Avg Stress Level,High Intensity Activity,Low Intensity Activity,MET Min High Intensity,MET Min Medium Intensity,Max Stress Level,Medium Intensity Activity,Steps,Time Resting,Total Activity,Fitness Age,Weight,Avg Heart Rate,Max Heart Rate,Min Heart Rate,Resting Heart Rate,Blood Oxygenation,VO₂ Max,Active Calories Burned,Resting Calories Burned,Total Calories Burned,Body Battery,Deep Sleep,Deep Sleep Percent,Light Sleep,Light Sleep Percent,REM Sleep,REM Sleep Percent,Sleep End Time,Sleep Start Time,Time Awake,Time in Bed,Total Sleep,Time Awake Percent,Sleep Blood Oxygenation,Sleep Respiratory Rate
units,Minutes,Miles,%,Minutes,Minutes,Minutes,Minutes,%,Minutes,Steps,Minutes,Minutes,Years,Pounds,Beats / min,Beats / min,Beats / min,Beats / min,%,mL/kg/min,Calories,Calories,Calories,%,Hours,%,Hours,%,Hours,%,24-hour time,24-hour time,Hours,Hours,Hours,%,%,Breaths / min
date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-02,47.083333333333336,0.9171438797423049,28,45.0,470.0,0.0,0.0,93,90.0,1802,770.0,605.0,,,70,110,52,56,,,76,2089,2165.0,62.675,0.5,7.614213197969544,3.9,59.390862944162436,2.1666666666666665,32.99492385786802,9.116666666666667,2.55,0.05,6.566666666666666,6.566666666666666,0.7614213197969544,,15.195454545454542
2024-02-03,41.2,0.9090660542432196,26,49.0,236.0,0.0,0.0,95,86.0,1786,980.0,371.0,,,68,114,53,58,,,68,2089,2157.0,60.3625,0.8666666666666667,9.811320754716983,5.65,63.96226415094339,2.316666666666667,26.22641509433962,10.016666666666667,1.1833333333333333,0.16666666666666666,8.833333333333334,8.833333333333334,1.8867924528301887,,16.174359925788494
2024-02-04,44.5,0.8811043505925396,21,29.0,144.0,0.0,0.0,93,83.0,1698,1110.0,256.0,,,65,112,49,52,,,84,2089,2173.0,80.38125,1.7333333333333334,18.21366024518389,5.35,56.21716287215411,2.433333333333333,25.569176882662,9.833333333333334,0.31666666666666665,0.21666666666666667,9.516666666666667,9.516666666666667,2.276707530647986,,17.001512027491408
2024-02-05,191.51666666666668,7.8317625069593575,30,53.0,236.0,56.0,7.0,97,133.0,14963,698.0,422.0,20,,74,166,52,54,,53.0,1033,2089,3122.0,57.28541666666667,0.5833333333333334,6.61625708884688,5.016666666666667,56.89981096408317,3.216666666666667,36.48393194706994,8.55,-0.2666666666666657,0.06666666666666667,8.816666666666666,8.816666666666666,0.7561436672967864,,17.79133458646617
2024-02-06,220.21666666666667,10.524785254115962,40,170.0,317.0,107.0,11.0,100,128.0,16312,442.0,615.0,20,,86,188,52,56,,53.0,1968,2089,4057.0,39.28958333333333,0.4666666666666667,5.0,6.55,70.17857142857142,2.316666666666667,24.821428571428573,7.333333333333333,-2.0,0.1,9.333333333333334,9.333333333333334,1.0714285714285714,,14.730142857142846
2024-02-07,155.98333333333332,5.609117752326414,40,83.0,544.0,35.0,8.0,99,255.0,11163,334.0,882.0,,,81,161,63,59,,,745,2089,2834.0,11.166666666666666,0.0,0.0,5.033333333333333,64.39232409381663,2.783333333333333,35.60767590618337,7.533333333333333,-0.283333333333335,0.016666666666666666,7.816666666666666,7.816666666666666,0.21321961620469082,,16.654089935760172
2024-02-08,292.5,8.466803865425913,32,135.0,154.0,70.0,15.0,99,77.0,19761,682.0,366.0,,,82,177,54,59,,,1526,2089,3615.0,41.18125,0.8166666666666667,10.22964509394572,5.583333333333333,69.93736951983298,1.5833333333333333,19.832985386221296,6.8,-1.1833333333333336,0.03333333333333333,7.983333333333333,7.983333333333333,0.41753653444676403,,14.97142259414226
2024-02-09,33.25,0.8419579654815875,34,14.0,679.0,0.0,0.0,94,172.0,1641,435.0,865.0,,,73,114,55,60,,,82,2089,2171.0,29.826180257510728,0.65,6.598984771573605,5.816666666666666,59.05245346869712,3.3833333333333333,34.34856175972927,10.566666666666666,0.7166666666666667,0.0,9.85,9.85,0.0,,15.079812925170074
2024-02-10,130.38333333333333,8.02438757655293,29,14.0,328.0,55.0,22.0,96,127.0,11683,674.0,469.0,,,78,200,54,58,,,922,2089,3011.0,45.72708333333333,1.0,10.582010582010582,6.6,69.84126984126983,1.85,19.576719576719576,7.216666666666667,-2.2333333333333343,0.08333333333333333,9.45,9.45,0.8818342151675485,,15.922952548330398
2024-02-11,47.75,1.162585500676052,29,4.0,556.0,0.0,0.0,86,86.0,2237,657.0,646.0,,,72,106,54,57,,,52,2089,2141.0,47.02291666666667,0.5166666666666667,5.467372134038801,7.866666666666666,83.24514991181657,1.0666666666666667,11.28747795414462,10.016666666666667,0.5666666666666667,0.4166666666666667,9.45,9.45,4.409171075837742,,14.570664395229983
2024-02-12,70.25,2.0082716933110634,22,7.0,281.0,0.0,0.0,92,39.0,3946,982.0,327.0,,,68,117,48,58,,,148,2089,2237.0,63.02916666666667,0.7666666666666667,8.273381294964029,6.416666666666667,69.24460431654677,2.0833333333333335,22.48201438848921,8.9,-0.36666666666666714,0.5166666666666667,9.266666666666667,9.266666666666667,5.575539568345324,,15.791975736568457
2024-02-13,149.33333333333334,3.726363039847292,33,52.0,470.0,0.0,0.0,94,170.0,7283,576.0,692.0,,,74,109,55,59,,,338,2089,2427.0,52.39791666666667,0.5666666666666667,7.640449438202247,4.6,62.022471910112365,2.25,30.337078651685395,7.633333333333333,0.21666666666666667,0.05,7.416666666666667,7.416666666666667,0.6741573033707865,,15.341409395973153
2024-02-14,94.55,2.1822556271375166,26,48.0,287.0,0.0,0.0,94,73.0,4288,830.0,408.0,,,69,109,48,55,,,183,2089,2272.0,54.62138084632517,1.1666666666666667,12.704174228675136,5.5,59.89110707803993,2.5166666666666666,27.404718693284934,9.1,-0.08333333333333215,0.06666666666666667,9.183333333333334,9.183333333333334,0.7259528130671506,,15.540848375451256
2024-02-15,51.516666666666666,1.0016503618865824,20,8.0,192.0,0.0,0.0,87,39.0,1968,1126.0,239.0,,,64,104,51,54,,,43,2089,2132.0,64.16041666666666,1.0,13.856812933025402,4.733333333333333,65.58891454965358,1.4833333333333334,20.554272517321014,7.7,0.48333333333333334,0.0,7.216666666666667,7.216666666666667,0.0,,14.848078703703687
2024-02-16,89.08333333333333,2.044311222460829,32,114.0,318.0,0.0,0.0,96,206.0,3999,668.0,638.0,,,70,115,49,52,,,185,2089,2274.0,53.66458333333333,1.15,16.87041564792176,3.6,52.81173594132029,2.066666666666667,30.317848410757946,7.016666666666667,0.2,0.05,6.816666666666666,6.816666666666666,0.7334963325183375,,15.00551219512196
2024-02-17,21.0,0.628827646544182,19,4.0,223.0,0.0,0.0,88,40.0,1235,859.0,267.0,,,62,101,47,50,,,22,1711,1733.0,70.72081218274111,1.0,9.900990099009901,6.066666666666666,60.066006600660074,3.033333333333333,30.033003300330037,9.616666666666667,-0.4833333333333343,0.03333333333333333,10.1,10.1,0.33003300330033003,,15.348922056384742
2024-02-18,0.0,0.0,-1,,,0.0,0.0,,,0,,,,,,,,,,,0,2089,2089.0,,,,,,,,,,,,,,,
2024-02-19,130.0,6.327422850552772,48,130.0,151.0,42.0,7.0,100,96.0,10438,172.0,377.0,20,,86,181,57,58,,53.0,774,2089,2863.0,27.16044776119403,,,,,,,,,,,,,,
2024-02-20,106.41666666666667,2.352511333810546,39,194.0,460.0,0.0,0.0,95,145.0,4623,503.0,799.0,,,76,121,55,59,,,247,2089,2336.0,28.33125,0.75,10.53864168618267,4.366666666666666,61.35831381733021,2.0,28.10304449648712,6.633333333333333,-0.4833333333333343,0.0,7.116666666666666,7.116666666666666,0.0,,15.171194379391094
2024-02-21,104.75,2.4699504891434025,39,118.0,481.0,3.0,1.0,99,223.0,4854,463.0,822.0,,,77,137,57,59,,,419,2089,2508.0,10.552083333333334,0.0,0.0,3.816666666666667,67.15542521994135,1.8666666666666667,32.84457478005865,10.616666666666667,4.933333333333334,0.2,5.683333333333334,5.683333333333334,3.519061583577713,,15.764529914529922
2024-02-22,65.66666666666667,2.314607691084069,24,10.0,339.0,0.0,0.0,85,119.0,4548,875.0,468.0,,,68,110,50,53,,,168,2089,2257.0,51.48125,0.7333333333333333,8.461538461538462,4.816666666666666,55.57692307692308,3.1166666666666667,35.96153846153846,7.133333333333334,-1.533333333333335,0.06666666666666667,8.666666666666666,8.666666666666666,0.7692307692307693,,14.097134615384617
2024-02-23,60.083333333333336,1.2849956255468067,26,53.0,275.0,0.0,0.0,92,115.0,2468,889.0,443.0,,,68,111,52,53,,,64,2089,2153.0,62.47291666666667,1.05,12.653061224489795,5.15,62.65306122448979,1.9666666666666666,24.081632653061224,9.866666666666667,1.7,0.0,8.166666666666666,8.166666666666666,0.0,,14.996857142857143
2024-02-24,105.65,6.446104748270103,39,188.0,221.0,45.0,7.0,99,209.0,8660,601.0,618.0,20,,79,201,50,54,,53.0,1002,2089,3091.0,46.36666666666667,0.7666666666666667,7.9722703639514725,7.483333333333333,77.81629116117851,1.3666666666666667,14.211438474870016,11.65,2.033333333333333,0.06666666666666667,9.616666666666667,9.616666666666667,0.6932409012131715,,14.63801038062282
2024-02-25,41.25,0.7344607492245288,31,132.0,303.0,0.0,9.0,99,93.0,1443,847.0,528.0,,,70,130,50,55,,,237,2089,2326.0,49.76875,0.75,9.109311740890687,5.416666666666667,65.78947368421053,2.066666666666667,25.101214574898783,7.2,-1.033333333333335,0.016666666666666666,8.233333333333333,8.233333333333333,0.20242914979757085,,16.56052738336715
2024-02-26,106.5,2.351268591426072,31,106.0,305.0,0.0,0.0,97,113.0,4574,765.0,524.0,,,73,119,55,59,,,256,2089,2345.0,43.239583333333336,0.8833333333333333,12.559241706161137,4.466666666666667,63.507109004739334,1.6833333333333333,23.933649289099527,7.783333333333333,0.75,0.03333333333333333,7.033333333333333,7.033333333333333,0.47393364928909953,,15.328028503562935
2024-02-27,140.5,5.672497613934621,31,118.0,250.0,62.0,36.0,100,72.0,6961,616.0,440.0,,,80,190,49,51,,,1383,2089,3472.0,50.711159737417944,0.0,0.0,5.05,55.596330275229356,4.033333333333333,44.403669724770644,7.633333333333333,-1.4499999999999993,0.1,9.083333333333334,9.083333333333334,1.1009174311926606,,16.06086715867159
2024-02-28,112.0,3.01365028235107,31,74.0,344.0,0.0,0.0,96,99.0,5777,719.0,517.0,,,72,116,44,56,,,340,2089,2429.0,39.489583333333336,0.38333333333333336,5.191873589164786,4.316666666666666,58.465011286681715,2.683333333333333,36.3431151241535,8.383333333333333,1.0,0.13333333333333333,7.383333333333334,7.383333333333334,1.805869074492099,,15.216089887640445
2024-02-29,146.63333333333333,3.773587250457329,26,36.0,228.0,49.0,17.0,88,142.0,7415,772.0,406.0,,,74,174,43,51,,,888,2089,2977.0,58.391666666666666,0.5166666666666667,5.677655677655678,4.266666666666667,46.88644688644688,4.316666666666666,47.43589743589743,7.533333333333333,-1.5666666666666664,0.1,9.1,9.1,1.098901098901099,,16.398051001821493
2024-03-01,56.43333333333333,1.4875626342161774,29,61.0,311.0,0.0,0.0,92,121.0,2923,699.0,493.0,,,70,121,52,55,,,89,2089,2178.0,56.97011494252874,0.48333333333333334,6.223175965665236,4.55,58.583690987124456,2.7333333333333334,35.1931330472103,8.566666666666666,0.8,0.0,7.766666666666667,7.766666666666667,0.0,,15.974568965517232
2024-03-02,143.95,3.1416527479519605,37,42.0,357.0,0.0,0.0,95,214.0,6161,378.0,613.0,,,76,111,49,57,,,276,2089,2365.0,45.89340101522843,,,,,,,,,,,,,,
2024-03-03,97.16666666666667,2.543272289827408,29,82.0,382.0,0.0,0.0,95,161.0,4997,631.0,625.0,,,70,114,48,50,,,166,2089,2255.0,60.4875,0.13333333333333333,1.5873015873015872,5.95,70.83333333333334,2.316666666666667,27.579365079365083,7.483333333333333,-0.9166666666666679,0.21666666666666667,8.4,8.4,2.579365079365079,,14.061562500000004
2024-03-04,160.68333333333334,4.142060367454068,42,116.0,532.0,42.0,14.0,99,226.0,7495,278.0,874.0,,,82,180,58,57,,,1001,2089,3090.0,16.8625,0.75,13.975155279503104,3.0833333333333335,57.453416149068325,1.5333333333333334,28.57142857142857,8.25,2.8833333333333333,0.0,5.366666666666666,5.366666666666666,0.0,,17.380996884735218
2024-03-05,82.33333333333333,2.334491569235664,29,29.0,362.0,43.0,11.0,93,55.0,4587,524.0,446.0,,,77,197,53,58,,,790,1640,2430.0,22.49867374005305,0.3333333333333333,5.1020408163265305,4.75,72.70408163265306,1.45,22.193877551020407,7.05,0.5166666666666667,0.0,6.533333333333333,6.533333333333333,0.0,,17.969616368286452
2024-03-06,186.71666666666667,5.752033126541001,37,27.0,326.0,49.0,16.0,91,109.0,13538,207.0,462.0,20,,85,161,59,59,,53.0,787,2089,2876.0,34.03809523809524,,,,,,,,,,,,,,
2024-03-07,194.33333333333334,4.045126461465044,35,145.0,199.0,0.0,0.0,96,160.0,7943,623.0,504.0,,,77,118,52,57,,,475,2089,2564.0,40.6,0.55,7.18954248366013,4.55,59.47712418300654,2.55,33.33333333333333,10.766666666666667,3.1166666666666667,0.0,7.65,7.65,0.0,,14.867581699346394
2024-03-08,60.516666666666666,1.1886830907500199,30,56.0,329.0,1.0,4.0,99,163.0,2336,777.0,548.0,,,70,130,49,56,,,200,2089,2289.0,46.47708333333333,0.6833333333333333,6.890756302521009,6.133333333333334,61.84873949579832,3.1,31.26050420168067,11.95,2.033333333333333,0.05,9.916666666666666,9.916666666666666,0.5042016806722689,,15.797785234899326
2024-03-09,149.66666666666666,9.572223216416129,27,16.0,451.0,80.0,4.0,96,65.0,16138,669.0,532.0,20,,76,174,48,60,,53.0,928,2089,3017.0,46.7875,1.0833333333333333,11.970534069981584,4.933333333333334,54.51197053406999,3.033333333333333,33.51749539594843,9.933333333333334,0.8833333333333333,0.4666666666666667,9.05,9.05,5.156537753222836,,15.738495575221245
2024-03-10,53.833333333333336,0.8550067605185715,33,59.0,456.0,0.0,0.0,93,228.0,1680,625.0,743.0,,,71,110,51,54,,,93,2089,2182.0,52.97291666666667,2.683333333333333,36.84210526315789,4.35,63.1578947368421,0.0,0.0,9.166666666666666,1.8333333333333335,0.05,7.283333333333333,7.333333333333333,0.6818181818181818,,16.73180365296805
2024-03-11,102.95,4.398065298655849,37,41.0,231.0,37.0,16.0,99,62.0,7905,181.0,334.0,20,,78,177,58,61,,53.0,683,2001,2684.0,25.716814159292035,0.38333333333333336,9.274193548387096,2.8666666666666667,69.35483870967742,0.8833333333333333,21.370967741935484,4.583333333333333,0.45,0.23333333333333334,4.133333333333334,4.133333333333334,5.64516129032258,,15.03849420849421
2024-03-12,108.0,2.7868497971844426,27,19.0,420.0,0.0,0.0,93,95.0,5427,752.0,534.0,,,69,112,51,56,,,229,2089,2318.0,49.18354430379747,0.8833333333333333,8.520900321543408,5.616666666666666,54.18006430868167,3.8666666666666667,37.29903536977492,8.7,-1.6666666666666679,0.1,10.366666666666667,10.366666666666667,0.964630225080386,,16.361419457735245
2024-03-13,153.16666666666666,9.869238646305575,36,113.0,372.0,83.0,17.0,99,109.0,15937,457.0,594.0,20,,83,196,50,51,,53.0,1386,2089,3475.0,44.88621444201313,0.8666666666666667,9.33572710951526,5.733333333333333,61.759425493716336,2.683333333333333,28.904847396768403,9.016666666666667,-0.2666666666666657,0.05,9.283333333333333,9.283333333333333,0.5385996409335727,,17.003410714285714
2024-03-14,128.9,3.0913216813807365,42,109.0,517.0,0.0,0.0,95,314.0,6075,342.0,940.0,,,78,115,55,59,,,317,2089,2406.0,25.279166666666665,0.6,6.629834254143646,5.7,62.98342541436463,2.75,30.386740331491712,7.583333333333333,-1.466666666666665,0.016666666666666666,9.05,9.05,0.1841620626151013,,15.408856088560883
2024-03-15,102.9,3.403250019883878,34,48.0,219.0,20.0,15.0,99,173.0,6856,475.0,440.0,20,,74,157,53,60,,53.0,437,2089,2526.0,34.53757225433526,,,,,,,,,,,,,,
2024-03-16,103.0,2.7731796309552212,26,26.0,332.0,0.0,0.0,96,120.0,5449,784.0,478.0,,,70,117,52,55,,,224,2089,2313.0,57.43958333333333,0.43333333333333335,5.714285714285714,4.433333333333334,58.46153846153847,2.716666666666667,35.824175824175825,9.8,2.216666666666667,0.05,7.583333333333333,7.583333333333333,0.6593406593406593,,15.053274725274733
2024-03-17,43.7,0.5735256104350592,22,6.0,112.0,0.0,0.0,89,20.0,1127,616.0,138.0,,,64,107,54,56,,,47,2089,2136.0,44.41851851851852,0.7833333333333333,9.215686274509805,5.333333333333333,62.745098039215684,2.3833333333333333,28.03921568627451,13.416666666666666,4.916666666666667,0.05,8.5,8.5,0.5882352941176471,,15.418011695906431
2024-03-18,111.33333333333333,2.276082677165354,43,35.0,205.0,0.0,0.0,93,96.0,4410,102.0,336.0,,,80,109,58,60,,,211,2089,2300.0,43.600896860986545,,,,,,,,,,,,,,
2024-03-19,201.75,10.352044062673984,35,207.0,78.0,103.0,37.0,100,52.0,18286,629.0,337.0,20,,87,178,52,54,,53.0,2114,2089,4203.0,51.39375,0.7333333333333333,7.732864674868189,5.616666666666666,59.22671353251317,3.1333333333333333,33.04042179261863,9.766666666666667,0.2833333333333333,0.31666666666666665,9.483333333333333,9.483333333333333,3.3391915641476277,,16.104493996569474
2024-03-20,154.48333333333332,4.051961544579655,38,108.0,421.0,12.0,30.0,99,243.0,8390,498.0,772.0,,,76,153,56,58,,,556,2089,2645.0,22.6125,0.16666666666666666,2.1645021645021645,4.483333333333333,58.22510822510822,3.05,39.61038961038961,12.25,4.55,0.03333333333333333,7.7,7.7,0.4329004329004329,,15.628528138528143
2024-03-21,230.76666666666668,12.035338622444922,33,92.0,221.0,109.0,22.0,100,164.0,22143,603.0,477.0,20,,82,169,51,55,,53.0,1457,2089,3546.0,47.40625,0.16666666666666666,1.9646365422396856,5.816666666666666,68.56581532416503,2.5,29.469548133595286,8.9,0.4166666666666667,0.15,8.483333333333333,8.483333333333333,1.768172888015717,,14.499417475728153
2024-03-22,170.5,3.324957249661974,53,171.0,268.0,9.0,1.0,99,357.0,6471,142.0,796.0,,,87,148,62,60,,,522,2089,2611.0,28.124031007751938,3.25,35.97785977859779,5.783333333333333,64.02214022140221,0.0,0.0,8.933333333333334,-0.10000000000000142,0.0,9.033333333333333,9.033333333333333,0.0,,17.36616
2024-03-23,67.75,1.2918307086614174,27,10.0,494.0,0.0,0.0,98,68.0,2538,763.0,572.0,,,70,125,53,56,,,127,2089,2216.0,27.927083333333332,0.8166666666666667,14.626865671641792,3.0166666666666666,54.02985074626866,1.75,31.343283582089555,7.8,2.216666666666667,0.05,5.583333333333333,5.583333333333333,0.8955223880597015,,16.656597014925353
2024-03-24,61.083333333333336,0.999164877117633,30,81.0,192.0,1.0,1.0,97,173.0,1935,657.0,446.0,,,70,128,53,57,,,167,2089,2256.0,56.51798561151079,1.45,19.63882618510158,5.016666666666667,67.94582392776523,0.9166666666666666,12.415349887133182,11.25,3.8666666666666667,0.0,7.383333333333334,7.383333333333334,0.0,,15.1534085778781
2024-03-25,269.85,17.42635508629603,38,146.0,307.0,151.0,37.0,99,133.0,29891,479.0,586.0,20,,85,166,54,58,,53.0,2057,2089,4146.0,41.40625,0.6166666666666667,7.535641547861507,4.883333333333334,59.67413441955194,2.683333333333333,32.79022403258656,8.566666666666666,0.38333333333333336,0.016666666666666666,8.183333333333334,8.183333333333334,0.20366598778004072,,15.123604887983713
2024-03-26,101.66666666666667,2.3736379543466155,50,161.0,422.0,0.0,0.0,96,495.0,4619,233.0,1078.0,,,80,116,53,61,,,312,2089,2401.0,11.01875,0.0,0.0,5.8,72.19917012448133,2.2333333333333334,27.800829875518673,7.483333333333333,-0.5500000000000007,0.06666666666666667,8.033333333333333,8.033333333333333,0.8298755186721992,,17.053051546391764
2024-03-27,253.93333333333334,13.754672711365624,36,155.0,274.0,115.0,58.0,100,92.0,27364,499.0,521.0,20,,88,164,54,57,,53.0,1994,2089,4083.0,36.672916666666666,1.0166666666666666,13.14655172413793,5.25,67.88793103448276,1.4666666666666666,18.96551724137931,6.8,-0.9333333333333336,0.48333333333333334,7.733333333333333,7.733333333333333,6.25,,15.509918367346934
2024-03-28,113.75,2.8595502266762107,34,64.0,530.0,1.0,1.0,98,173.0,5619,546.0,767.0,,,75,131,53,60,,,349,2089,2438.0,17.295833333333334,0.0,0.0,5.066666666666666,56.400742115027825,3.9166666666666665,43.59925788497217,7.4,-1.5833333333333321,0.2,8.983333333333333,8.983333333333333,2.2263450834879404,,14.683351851851853
2024-03-29,180.75,7.028950926588721,37,173.0,210.0,41.0,61.0,99,107.0,13028,515.0,490.0,20,,84,184,55,58,,53.0,1319,2089,3408.0,46.69138755980861,1.3,13.953488372093023,5.083333333333333,54.56171735241503,2.933333333333333,31.48479427549195,9.266666666666667,-0.05000000000000071,0.13333333333333333,9.316666666666666,9.316666666666666,1.4311270125223614,,14.405716814159291
2024-03-30,414.26666666666665,16.964054919271454,50,291.0,183.0,143.0,132.0,100,136.0,33528,305.0,610.0,20,,96,175,56,60,,53.0,2715,2089,4804.0,23.80625,1.0333333333333334,14.761904761904763,5.133333333333334,73.33333333333333,0.8333333333333334,11.904761904761903,4.816666666666666,-2.1833333333333336,0.0,7.0,7.0,0.0,,16.694343675417674
2024-03-31,54.666666666666664,0.8432007078660622,40,170.0,254.0,1.0,1.0,98,301.0,1641,624.0,725.0,,,76,133,57,60,,,228,2089,2317.0,30.945833333333333,0.7166666666666667,7.992565055762081,5.9,65.79925650557621,2.35,26.20817843866171,8.433333333333334,-0.533333333333335,0.03333333333333333,8.966666666666667,8.966666666666667,0.37174721189591076,,15.825555555555557
2024-04-01,221.66666666666666,10.700633301519128,37,102.0,288.0,40.0,91.0,96,151.0,21819,456.0,541.0,20,,85,171,59,63,,53.0,1179,2089,3268.0,32.086580086580085,0.6333333333333333,8.278867102396514,5.583333333333333,72.98474945533769,1.4333333333333333,18.736383442265794,8.45,0.8,0.0,7.65,7.65,0.0,,15.595807860261996
2024-04-02,198.98333333333332,6.932638391791935,27,19.0,397.0,24.0,38.0,93,62.0,13801,706.0,478.0,20,,75,155,51,58,,53.0,616,2089,2705.0,37.11875,0.7833333333333333,8.918406072106261,5.85,66.60341555977229,2.15,24.47817836812144,8.866666666666667,0.08333333333333333,0.03333333333333333,8.783333333333333,8.783333333333333,0.3795066413662239,,17.48565217391304
2024-04-03,271.81666666666666,15.687137119223733,38,191.0,254.0,112.0,70.0,98,106.0,25638,538.0,551.0,20,,86,187,54,58,,53.0,1826,2089,3915.0,42.2125,1.0333333333333334,15.656565656565657,4.233333333333333,64.14141414141415,1.3333333333333333,20.2020202020202,6.866666666666667,0.26666666666666666,0.03333333333333333,6.6,6.6,0.5050505050505051,,16.309924433249364
2024-04-04,53.25,0.7071204167660861,38,149.0,451.0,0.0,0.0,99,203.0,1389,558.0,803.0,,,74,126,55,58,,,275,2089,2364.0,24.383333333333333,0.0,0.0,6.683333333333334,63.1496062992126,3.9,36.85039370078741,13.65,3.066666666666667,0.5,10.583333333333334,10.583333333333334,4.724409448818897,,15.698972809667678
2024-04-05,88.58333333333333,2.1331673029507674,33,36.0,344.0,0.0,0.0,93,254.0,4128,639.0,634.0,,,73,112,49,54,,,187,2089,2276.0,43.391666666666666,1.2,12.141652613827993,4.733333333333333,47.89207419898819,3.95,39.96627318718381,9.566666666666666,-0.31666666666666643,0.016666666666666666,9.883333333333333,9.883333333333333,0.16863406408094433,,17.480567010309265
2024-04-06,77.0,2.9185804899387575,24,6.0,242.0,0.0,0.0,83,86.0,5729,767.0,334.0,,,67,124,47,54,,,187,2089,2276.0,57.32445520581114,0.0,0.0,4.8,77.00534759358288,1.4333333333333333,22.994652406417114,4.75,-1.4833333333333343,0.06666666666666667,6.233333333333333,6.233333333333333,1.06951871657754,,18.313777173913046
2024-04-07,196.33333333333334,12.822615923009623,41,205.0,87.0,72.0,29.0,99,104.0,20021,429.0,396.0,20,,86,194,51,55,,53.0,1619,2089,3708.0,63.984455958549226,,,,,,,,,,,,,,
2024-04-08,144.43333333333334,4.131497057186033,32,32.0,613.0,0.0,0.0,95,100.0,8118,490.0,745.0,,,75,124,59,60,,,360,2089,2449.0,34.479166666666664,0.48333333333333334,5.420560747663552,5.7,63.925233644859816,2.7333333333333334,30.654205607476637,10.416666666666666,1.5,0.0,8.916666666666666,8.916666666666666,0.0,,17.82925233644861
2024-04-09,142.58333333333334,3.925823192555476,24,11.0,324.0,0.0,0.0,90,66.0,7714,872.0,401.0,,,68,110,55,58,,,198,2089,2287.0,56.202083333333334,0.5666666666666667,7.76255707762557,4.45,60.95890410958904,2.283333333333333,31.27853881278539,7.666666666666667,0.36666666666666664,0.016666666666666666,7.3,7.3,0.228310502283105,,15.586757990867586
2024-04-10,227.9,4.173128927065934,32,103.0,179.0,0.0,0.0,94,178.0,8150,685.0,460.0,,,73,115,48,52,,,510,2089,2599.0,60.47083333333333,2.1,21.913043478260867,5.0,52.17391304347826,2.4833333333333334,25.91304347826087,14.45,4.866666666666667,0.31666666666666665,9.583333333333334,9.583333333333334,3.304347826086956,,16.43120543293718
